236.0, 230.0, 192.0, 0.0, 198.0
236.0, 204.0, 177.0, 21.0, 198.0
236.0, 186.0, 164.0, 38.0, 198.0
236.0, 176.0, 152.0, 65.0, 198.0
236.0, 216.0, 184.0, 68.0, 198.0
236.0, 206.0, 176.0, 72.0, 198.0
236.0, 235.0, 203.0, 93.0, 198.0
236.0, 211.0, 182.0, 91.0, 198.0
236.0, 223.0, 190.0, 96.0, 198.0
236.0, 237.0, 199.0, 96.0, 198.0
236.0, 221.0, 188.0, 92.0, 198.0
